flight_number,departure_airport,departure_time,arrival_airport,arrival_time
SK954,PEK,2024-08-11 04:51,CPH,2024-08-11 15:51
UA119,HKG,2024-08-19 23:37,NRT,2024-08-20 01:37
UA219,LAX,2024-07-22 09:32,FRA,2024-07-23 00:32
BA145,AMS,2024-07-24 16:57,JFK,2024-07-24 18:57
CX849,CDG,2024-07-30 13:36,LAX,2024-07-30 22:36
NH492,DEL,2024-07-30 00:39,AMS,2024-07-30 14:39
JL518,AMS,2024-08-10 14:48,SIN,2024-08-11 02:48
SK595,JFK,2024-07-22 01:07,DXB,2024-07-22 06:07
LH775,LHR,2024-08-16 13:05,AMS,2024-08-16 23:05
EK936,KUL,2024-08-09 11:50,PEK,2024-08-09 17:50
BA890,ICN,2024-07-27 11:47,SIN,2024-07-27 17:47
SQ783,AMS,2024-08-08 13:55,SIN,2024-08-08 20:55
BA858,PEK,2024-08-01 03:54,LHR,2024-08-01 13:54
EK238,HND,2024-07-25 02:05,NRT,2024-07-25 10:05
SQ732,CDG,2024-07-31 06:26,DEL,2024-07-31 17:26
SQ240,NRT,2024-07-24 11:05,ICN,2024-07-24 18:05
JL945,PVG,2024-08-09 18:37,FRA,2024-08-10 07:37
AF129,ICN,2024-08-10 14:41,CPH,2024-08-10 23:41
BA456,HKG,2024-08-16 16:45,PEK,2024-08-17 03:45
EK360,HKG,2024-07-31 10:07,LHR,2024-08-01 00:07
SQ770,CTS,2024-08-13 05:41,PEK,2024-08-13 18:41
LH228,LAX,2024-07-25 05:27,NRT,2024-07-25 11:27
EK249,PEK,2024-08-02 15:52,CDG,2024-08-02 22:52
SQ891,JFK,2024-07-26 12:12,HND,2024-07-26 16:12
NH331,CPH,2024-07-26 18:21,KIX,2024-07-27 00:21
NH213,ICN,2024-08-13 19:52,KUL,2024-08-14 07:52
AF961,PEK,2024-08-18 14:38,ICN,2024-08-19 02:38
LH607,AMS,2024-07-31 02:36,PEK,2024-07-31 10:36
JL482,DXB,2024-08-15 10:45,ICN,2024-08-15 22:45
BA174,DEL,2024-08-06 00:10,BKK,2024-08-06 05:10
EK831,HND,2024-08-01 04:42,NRT,2024-08-01 10:42
JL526,CPH,2024-08-14 12:15,CDG,2024-08-15 03:15
UA960,CDG,2024-08-05 07:43,CPH,2024-08-05 17:43
SK564,LHR,2024-08-04 21:54,HND,2024-08-05 09:54
SK265,NRT,2024-07-25 17:47,CTS,2024-07-26 08:47
JL575,LAX,2024-08-06 04:23,LHR,2024-08-06 17:23
CX886,KIX,2024-08-16 07:50,PEK,2024-08-16 10:50
CX764,CPH,2024-08-03 00:05,HND,2024-08-03 12:05
NH594,HKG,2024-07-26 01:35,SIN,2024-07-26 05:35
SQ907,LAX,2024-08-19 02:22,PVG,2024-08-19 08:22
AF685,KUL,2024-08-17 18:48,PVG,2024-08-18 01:48
SQ135,CTS,2024-08-01 13:21,CPH,2024-08-02 01:21
UA658,PVG,2024-07-23 00:45,ICN,2024-07-23 02:45
NH676,AMS,2024-08-09 10:55,LHR,2024-08-09 17:55
AF432,BKK,2024-07-20 03:45,HKG,2024-07-20 13:45
NH120,KIX,2024-07-31 01:18,ICN,2024-07-31 10:18
EK218,KUL,2024-07-30 10:57,HND,2024-07-30 12:57
NH507,KUL,2024-07-28 12:14,PVG,2024-07-28 21:14
NH221,PVG,2024-08-07 06:39,CTS,2024-08-07 09:39
UA844,LAX,2024-07-28 04:53,PEK,2024-07-28 08:53
AF959,BKK,2024-07-30 18:04,DEL,2024-07-30 22:04
EK485,FRA,2024-08-03 11:06,ICN,2024-08-03 15:06
UA376,NRT,2024-07-30 07:01,CTS,2024-07-30 12:01
BA308,BKK,2024-08-11 12:14,PVG,2024-08-11 20:14
BA556,DXB,2024-08-06 22:42,ICN,2024-08-07 07:42
CX572,DEL,2024-08-02 15:27,SIN,2024-08-03 04:27
EK134,LHR,2024-08-17 12:43,DEL,2024-08-17 19:43
JL628,ICN,2024-08-04 15:01,PEK,2024-08-05 02:01
BA125,DXB,2024-07-24 22:04,LHR,2024-07-25 08:04
CX169,JFK,2024-08-03 11:08,NRT,2024-08-03 19:08
LH484,CPH,2024-08-04 04:11,LAX,2024-08-04 06:11
BA672,DXB,2024-07-31 20:25,SIN,2024-08-01 06:25
JL943,AMS,2024-07-30 12:20,PVG,2024-07-30 22:20
BA126,HKG,2024-07-30 10:14,NRT,2024-07-30 15:14
EK320,CPH,2024-07-30 03:59,CDG,2024-07-30 13:59
BA108,PVG,2024-07-30 18:31,SIN,2024-07-31 02:31
NH717,KIX,2024-07-22 08:05,FRA,2024-07-22 15:05
SQ807,PVG,2024-08-17 10:52,CDG,2024-08-17 20:52
SQ157,KUL,2024-08-04 02:44,ICN,2024-08-04 15:44
NH567,NRT,2024-07-24 09:32,CDG,2024-07-24 21:32
UA737,SIN,2024-07-23 02:06,ICN,2024-07-23 05:06
JL675,NRT,2024-07-22 03:36,CDG,2024-07-22 11:36
BA741,LHR,2024-08-16 03:39,CPH,2024-08-16 13:39
SK723,CTS,2024-08-07 07:03,DEL,2024-08-07 19:03
CX956,LAX,2024-07-25 10:43,KUL,2024-07-25 12:43
LH329,HKG,2024-07-24 16:50,CDG,2024-07-25 00:50
EK670,CDG,2024-07-24 19:34,HND,2024-07-25 08:34
BA415,CDG,2024-07-24 23:49,HKG,2024-07-25 10:49
UA215,KUL,2024-08-07 00:40,LAX,2024-08-07 12:40
UA647,FRA,2024-08-17 20:39,PEK,2024-08-18 08:39
SQ982,SIN,2024-07-20 19:14,PVG,2024-07-21 01:14
AF442,LHR,2024-08-08 02:43,HND,2024-08-08 16:43
LH610,DEL,2024-08-03 14:06,PEK,2024-08-04 03:06
SK447,BKK,2024-08-12 14:25,CDG,2024-08-12 21:25
AF494,FRA,2024-07-28 15:20,CTS,2024-07-28 18:20
NH640,PEK,2024-08-06 01:24,DXB,2024-08-06 12:24
SQ128,KUL,2024-08-19 06:05,PVG,2024-08-19 14:05
SK698,LHR,2024-08-17 02:17,NRT,2024-08-17 07:17
LH614,CPH,2024-08-19 13:36,PEK,2024-08-19 17:36
AF836,SIN,2024-08-09 13:27,CTS,2024-08-09 22:27
SQ492,CDG,2024-07-26 03:37,PVG,2024-07-26 13:37
JL301,KUL,2024-08-02 01:49,CPH,2024-08-02 10:49
UA448,DEL,2024-07-28 01:54,NRT,2024-07-28 06:54
CX885,HND,2024-08-05 13:58,CPH,2024-08-05 20:58
SQ596,CDG,2024-07-25 20:26,ICN,2024-07-26 02:26
UA275,PVG,2024-07-30 00:29,NRT,2024-07-30 14:29
SK280,JFK,2024-08-04 04:26,CDG,2024-08-04 14:26
EK189,ICN,2024-08-10 09:23,SIN,2024-08-10 14:23
LH163,PEK,2024-08-10 17:57,HND,2024-08-11 02:57
BA408,PEK,2024-08-03 13:21,CDG,2024-08-03 18:21
SQ365,FRA,2024-07-30 03:12,HND,2024-07-30 12:12
UA923,KIX,2024-07-31 19:36,PVG,2024-07-31 22:36
CX386,LAX,2024-08-15 07:05,PVG,2024-08-15 17:05
CX343,LHR,2024-07-31 06:50,DEL,2024-07-31 12:50
LH442,PVG,2024-08-13 17:59,AMS,2024-08-14 01:59
NH268,ICN,2024-08-09 08:54,LHR,2024-08-09 11:54
NH854,PVG,2024-08-10 00:19,CPH,2024-08-10 15:19
NH716,CPH,2024-07-29 22:51,NRT,2024-07-30 11:51
LH273,ICN,2024-07-31 22:29,HND,2024-08-01 05:29
CX694,CTS,2024-07-25 12:49,BKK,2024-07-25 15:49
BA478,CPH,2024-07-25 19:56,SIN,2024-07-26 03:56
BA116,BKK,2024-08-10 04:04,NRT,2024-08-10 13:04
SQ441,JFK,2024-08-02 00:09,FRA,2024-08-02 10:09
BA495,HND,2024-07-23 19:20,CPH,2024-07-24 09:20
AF185,PEK,2024-08-04 22:49,DXB,2024-08-05 04:49
NH621,KUL,2024-08-06 04:23,CDG,2024-08-06 08:23
JL475,LAX,2024-08-12 05:58,SIN,2024-08-12 18:58
NH974,FRA,2024-08-08 03:15,HND,2024-08-08 14:15
UA750,HND,2024-07-29 14:28,HKG,2024-07-30 04:28
LH373,CPH,2024-07-26 13:38,KUL,2024-07-27 03:38
LH608,LHR,2024-07-27 00:55,PVG,2024-07-27 08:55
NH882,DXB,2024-08-18 00:47,PEK,2024-08-18 02:47
UA611,SIN,2024-08-10 19:54,LHR,2024-08-11 01:54
EK371,PVG,2024-07-23 19:25,HKG,2024-07-23 23:25
SK974,CTS,2024-07-20 19:47,HND,2024-07-21 08:47
AF836,FRA,2024-08-18 04:00,CDG,2024-08-18 10:00
SK447,BKK,2024-08-11 09:30,KUL,2024-08-11 15:30
NH763,PEK,2024-07-21 23:29,HKG,2024-07-22 14:29
NH288,SIN,2024-08-16 14:21,JFK,2024-08-17 01:21
JL768,KIX,2024-07-26 17:55,LHR,2024-07-26 23:55
AF938,LAX,2024-07-22 01:37,HND,2024-07-22 07:37
SK350,HND,2024-07-22 02:42,KUL,2024-07-22 16:42
SK393,FRA,2024-08-14 04:27,JFK,2024-08-14 17:27
LH897,NRT,2024-08-10 10:22,AMS,2024-08-11 01:22
BA151,BKK,2024-08-18 07:39,HKG,2024-08-18 14:39
SK602,SIN,2024-08-12 13:21,LAX,2024-08-12 22:21
UA176,SIN,2024-08-10 02:28,KIX,2024-08-10 04:28
SK129,JFK,2024-08-08 16:20,PEK,2024-08-09 05:20
UA522,CDG,2024-08-08 17:56,BKK,2024-08-08 23:56
LH575,FRA,2024-08-14 04:42,CDG,2024-08-14 18:42
AF470,DXB,2024-08-14 03:05,CTS,2024-08-14 13:05
CX453,CDG,2024-08-11 13:33,PEK,2024-08-12 02:33
UA443,KUL,2024-07-24 01:18,HND,2024-07-24 16:18
SQ933,ICN,2024-08-11 10:32,FRA,2024-08-11 19:32
UA710,CPH,2024-07-27 11:47,LHR,2024-07-27 14:47
LH452,LAX,2024-08-09 13:42,LHR,2024-08-10 01:42
CX673,AMS,2024-08-18 02:25,CDG,2024-08-18 08:25
CX924,SIN,2024-08-07 18:50,ICN,2024-08-08 06:50
SK730,KIX,2024-08-18 19:59,BKK,2024-08-18 23:59
NH576,FRA,2024-08-03 01:48,PEK,2024-08-03 16:48
SQ114,SIN,2024-08-01 15:34,CTS,2024-08-01 23:34
BA802,KIX,2024-07-23 22:18,ICN,2024-07-24 12:18
LH115,DEL,2024-07-20 11:22,NRT,2024-07-20 21:22
AF215,LAX,2024-08-04 01:19,FRA,2024-08-04 03:19
CX605,PVG,2024-08-03 14:27,KUL,2024-08-03 22:27
SQ571,ICN,2024-07-20 19:43,AMS,2024-07-20 22:43
CX582,JFK,2024-07-20 06:11,LHR,2024-07-20 18:11
NH178,KUL,2024-08-03 09:56,KIX,2024-08-04 00:56
UA422,DEL,2024-08-10 16:38,HKG,2024-08-10 23:38
JL228,CTS,2024-08-01 23:01,KUL,2024-08-02 10:01
EK516,FRA,2024-08-04 16:46,KUL,2024-08-05 02:46
EK497,PEK,2024-08-07 23:03,DEL,2024-08-08 07:03
SK288,AMS,2024-08-01 17:23,NRT,2024-08-02 03:23
LH284,PVG,2024-07-31 15:19,AMS,2024-08-01 00:19
SQ696,AMS,2024-08-12 02:31,FRA,2024-08-12 12:31
SQ630,LHR,2024-08-13 06:07,DEL,2024-08-13 16:07
BA551,CTS,2024-08-15 04:34,BKK,2024-08-15 18:34
CX762,BKK,2024-07-29 08:16,HND,2024-07-29 23:16
CX422,NRT,2024-07-22 05:07,CPH,2024-07-22 12:07
BA744,HKG,2024-08-08 14:16,DXB,2024-08-09 05:16
LH118,BKK,2024-07-28 16:41,ICN,2024-07-29 00:41
UA185,PEK,2024-08-14 13:33,NRT,2024-08-14 19:33
AF602,AMS,2024-08-13 23:51,LAX,2024-08-14 14:51
CX889,PVG,2024-08-12 10:47,KUL,2024-08-12 18:47
CX988,LHR,2024-08-10 21:45,PVG,2024-08-10 23:45
JL324,CDG,2024-07-20 17:54,ICN,2024-07-21 03:54
JL648,KIX,2024-07-24 23:09,LHR,2024-07-25 12:09
JL387,LAX,2024-08-16 17:25,LHR,2024-08-17 00:25
SQ757,KUL,2024-08-05 00:16,PEK,2024-08-05 09:16
CX760,DEL,2024-07-23 13:32,BKK,2024-07-23 19:32
UA955,KUL,2024-07-30 03:01,SIN,2024-07-30 13:01
JL995,CPH,2024-08-19 01:54,PEK,2024-08-19 11:54
LH797,NRT,2024-08-02 03:45,LHR,2024-08-02 14:45
BA125,DEL,2024-07-24 13:57,LHR,2024-07-24 21:57
JL629,SIN,2024-08-12 00:49,FRA,2024-08-12 02:49
SK577,LHR,2024-08-05 16:52,KUL,2024-08-06 05:52
AF879,DXB,2024-08-11 01:15,PEK,2024-08-11 15:15
UA921,BKK,2024-08-08 15:40,SIN,2024-08-09 00:40
NH406,JFK,2024-08-07 19:20,HND,2024-08-08 03:20
LH176,LHR,2024-08-18 15:02,PEK,2024-08-18 17:02
NH788,KIX,2024-08-01 16:38,LHR,2024-08-02 00:38
UA371,CTS,2024-07-25 18:31,HKG,2024-07-26 08:31
SK571,HND,2024-07-29 05:51,HKG,2024-07-29 10:51
JL427,KIX,2024-08-02 20:44,HKG,2024-08-03 05:44
BA300,HND,2024-08-06 15:11,CTS,2024-08-07 01:11
AF832,BKK,2024-08-12 15:14,CTS,2024-08-13 05:14
LH552,ICN,2024-07-20 03:41,BKK,2024-07-20 10:41
NH437,CDG,2024-08-04 05:08,LHR,2024-08-04 07:08
LH782,HKG,2024-07-26 23:10,BKK,2024-07-27 12:10
SQ729,AMS,2024-07-28 08:37,KUL,2024-07-28 15:37
CX749,FRA,2024-07-30 12:35,CPH,2024-07-30 18:35
JL717,JFK,2024-08-01 06:25,CTS,2024-08-01 21:25
NH567,HKG,2024-08-15 15:35,NRT,2024-08-16 04:35
EK458,JFK,2024-07-21 10:17,DXB,2024-07-21 17:17
EK713,DEL,2024-07-24 03:07,LAX,2024-07-24 17:07
BA821,AMS,2024-07-24 16:39,LHR,2024-07-24 22:39
AF303,LHR,2024-07-20 03:05,LAX,2024-07-20 06:05
AF200,SIN,2024-08-18 02:05,LHR,2024-08-18 07:05
EK351,BKK,2024-07-23 02:51,PEK,2024-07-23 13:51
LH216,PVG,2024-08-11 15:03,KIX,2024-08-11 20:03
NH699,PVG,2024-07-20 02:35,PEK,2024-07-20 09:35
AF585,BKK,2024-07-22 02:11,NRT,2024-07-22 07:11
EK110,JFK,2024-07-21 12:28,SIN,2024-07-21 20:28
JL724,PEK,2024-08-09 20:20,NRT,2024-08-10 09:20
LH766,PEK,2024-07-23 05:08,ICN,2024-07-23 08:08
UA892,ICN,2024-08-18 01:29,LHR,2024-08-18 07:29
AF964,KIX,2024-08-14 12:46,FRA,2024-08-14 23:46
SK243,AMS,2024-07-24 13:47,HKG,2024-07-24 16:47
SQ639,CPH,2024-07-28 01:26,BKK,2024-07-28 15:26
UA768,CTS,2024-07-22 11:20,JFK,2024-07-22 18:20
EK994,FRA,2024-08-17 19:20,PEK,2024-08-18 10:20
LH785,PVG,2024-08-03 13:33,BKK,2024-08-04 04:33
NH752,JFK,2024-08-04 08:50,ICN,2024-08-04 13:50
SQ261,CTS,2024-08-17 07:40,ICN,2024-08-17 19:40
UA176,NRT,2024-08-01 16:04,ICN,2024-08-02 00:04
BA671,PEK,2024-08-04 01:25,CTS,2024-08-04 10:25
CX893,NRT,2024-08-14 08:56,CTS,2024-08-14 20:56
EK343,AMS,2024-08-04 10:55,CDG,2024-08-04 13:55
BA781,CTS,2024-08-04 14:35,KIX,2024-08-04 21:35
BA615,CTS,2024-08-04 06:00,SIN,2024-08-04 16:00
AF406,ICN,2024-07-27 06:38,JFK,2024-07-27 09:38
UA713,ICN,2024-07-29 05:41,HKG,2024-07-29 14:41
BA588,DEL,2024-07-23 22:34,BKK,2024-07-24 00:34
UA713,PVG,2024-08-03 19:26,DEL,2024-08-04 03:26
NH864,PEK,2024-07-21 02:20,SIN,2024-07-21 16:20
EK342,FRA,2024-08-12 14:09,JFK,2024-08-12 23:09
JL571,DXB,2024-08-08 01:30,AMS,2024-08-08 16:30
NH631,KUL,2024-07-29 09:01,CTS,2024-07-29 17:01
CX812,KIX,2024-07-27 10:12,HKG,2024-07-27 13:12
SK872,DXB,2024-08-13 15:51,FRA,2024-08-14 00:51
SQ377,KIX,2024-08-02 23:46,ICN,2024-08-03 13:46
CX211,NRT,2024-08-04 03:48,KIX,2024-08-04 08:48
JL372,AMS,2024-08-16 18:27,KUL,2024-08-17 02:27
SQ778,HKG,2024-08-17 11:23,KIX,2024-08-17 21:23
SK208,LHR,2024-08-10 19:30,DEL,2024-08-11 01:30
SK398,DEL,2024-08-02 09:08,FRA,2024-08-02 14:08
SK808,KUL,2024-07-25 03:03,DEL,2024-07-25 09:03
SK605,LAX,2024-08-06 16:22,PEK,2024-08-07 05:22
JL150,AMS,2024-08-02 17:31,SIN,2024-08-03 05:31
AF827,LAX,2024-07-20 20:27,DEL,2024-07-21 07:27
UA636,JFK,2024-08-10 01:50,SIN,2024-08-10 11:50
SK764,JFK,2024-07-22 15:15,ICN,2024-07-23 00:15
SQ634,HKG,2024-08-17 15:54,LAX,2024-08-18 05:54
BA954,ICN,2024-08-07 01:06,BKK,2024-08-07 15:06
AF210,ICN,2024-07-29 10:08,LAX,2024-07-29 15:08
SQ920,HND,2024-08-08 04:58,ICN,2024-08-08 16:58
AF399,AMS,2024-07-31 22:19,NRT,2024-08-01 11:19
CX940,HND,2024-08-10 15:26,LAX,2024-08-11 04:26
SQ586,PEK,2024-08-01 18:43,KUL,2024-08-02 05:43
UA892,HKG,2024-08-15 22:03,LHR,2024-08-16 08:03
LH344,LAX,2024-08-15 20:18,DXB,2024-08-15 23:18
SK951,AMS,2024-08-03 14:26,LAX,2024-08-04 04:26
EK278,HND,2024-07-30 18:23,CTS,2024-07-31 01:23
SQ172,DEL,2024-08-19 07:41,KUL,2024-08-19 17:41
UA317,FRA,2024-07-29 21:02,JFK,2024-07-30 04:02
AF226,KIX,2024-07-25 04:38,CTS,2024-07-25 14:38
JL690,HND,2024-07-24 14:09,PEK,2024-07-25 00:09
LH892,PVG,2024-07-30 07:38,FRA,2024-07-30 14:38
UA977,JFK,2024-08-09 03:49,DEL,2024-08-09 12:49
SK736,BKK,2024-08-08 02:36,ICN,2024-08-08 16:36
SQ490,CTS,2024-08-16 06:04,FRA,2024-08-16 16:04
CX235,PEK,2024-07-27 10:35,DXB,2024-07-27 14:35
NH716,HKG,2024-08-19 10:23,BKK,2024-08-19 19:23
BA594,NRT,2024-08-14 17:58,PEK,2024-08-15 08:58
SK601,PEK,2024-08-19 12:10,HKG,2024-08-19 22:10
UA268,LAX,2024-08-15 11:08,HND,2024-08-15 22:08
BA304,DXB,2024-07-22 14:21,CTS,2024-07-23 01:21
JL960,PEK,2024-07-20 14:26,NRT,2024-07-21 03:26
SK668,LAX,2024-08-16 19:00,ICN,2024-08-17 04:00
JL222,CDG,2024-08-12 13:36,JFK,2024-08-12 16:36
EK446,PEK,2024-08-09 21:10,KUL,2024-08-10 07:10
JL502,CDG,2024-08-01 11:09,AMS,2024-08-02 02:09
LH497,HKG,2024-07-20 14:29,PVG,2024-07-21 00:29
EK380,PEK,2024-07-25 22:33,CDG,2024-07-26 13:33
UA911,CTS,2024-08-06 06:09,AMS,2024-08-06 09:09
EK676,NRT,2024-08-03 21:13,KUL,2024-08-04 04:13
AF376,DXB,2024-07-25 20:58,KIX,2024-07-26 05:58
NH657,SIN,2024-08-03 14:42,CDG,2024-08-03 17:42
LH461,LAX,2024-08-06 09:51,FRA,2024-08-06 16:51
AF941,PEK,2024-08-09 20:30,JFK,2024-08-10 05:30
NH392,CPH,2024-07-22 16:17,PEK,2024-07-22 18:17
AF393,NRT,2024-08-09 02:24,CTS,2024-08-09 08:24
NH244,DEL,2024-08-07 19:58,HKG,2024-08-08 07:58
JL560,KIX,2024-07-25 02:27,CPH,2024-07-25 14:27
SK795,KIX,2024-08-09 01:38,JFK,2024-08-09 03:38
SK997,PEK,2024-08-13 20:24,HND,2024-08-14 07:24
SK573,ICN,2024-07-23 06:59,HKG,2024-07-23 16:59
BA289,SIN,2024-07-24 07:21,HKG,2024-07-24 12:21
SK517,PVG,2024-07-25 12:47,CPH,2024-07-25 14:47
EK270,AMS,2024-07-29 18:55,LHR,2024-07-30 07:55
CX580,FRA,2024-08-09 11:48,HND,2024-08-09 20:48
LH888,BKK,2024-08-17 01:32,CPH,2024-08-17 11:32
AF711,AMS,2024-08-02 04:23,JFK,2024-08-02 18:23
NH190,FRA,2024-08-04 20:13,CTS,2024-08-05 00:13
CX162,JFK,2024-07-29 01:11,CPH,2024-07-29 06:11
LH289,LAX,2024-08-05 21:50,SIN,2024-08-06 02:50
LH810,KUL,2024-08-15 11:02,DEL,2024-08-15 13:02
SQ436,LHR,2024-08-02 15:04,NRT,2024-08-02 20:04
AF799,HND,2024-07-21 06:00,NRT,2024-07-21 08:00
NH369,HND,2024-08-01 22:49,CTS,2024-08-02 06:49
AF716,CDG,2024-07-25 19:47,LHR,2024-07-26 01:47
AF234,NRT,2024-08-01 16:33,PVG,2024-08-01 18:33
AF539,JFK,2024-08-16 13:02,PVG,2024-08-16 23:02
CX465,BKK,2024-08-12 06:34,CPH,2024-08-12 11:34
CX935,PEK,2024-07-30 23:33,CPH,2024-07-31 12:33
SQ225,CPH,2024-08-18 12:14,FRA,2024-08-18 22:14
SK207,DXB,2024-08-19 12:58,KIX,2024-08-19 15:58
EK909,KIX,2024-07-31 02:26,ICN,2024-07-31 13:26
LH829,SIN,2024-08-17 09:07,CPH,2024-08-17 11:07
EK551,CDG,2024-07-29 08:12,FRA,2024-07-29 21:12
CX584,PVG,2024-08-02 08:58,DXB,2024-08-02 15:58
NH483,DEL,2024-08-10 21:56,KUL,2024-08-11 07:56
UA166,HKG,2024-08-18 17:45,CPH,2024-08-19 07:45
NH501,CPH,2024-08-15 04:54,ICN,2024-08-15 10:54
SQ931,DEL,2024-07-22 16:18,LAX,2024-07-22 20:18
UA122,DXB,2024-08-18 01:47,JFK,2024-08-18 05:47
CX136,PVG,2024-07-25 14:15,PEK,2024-07-26 04:15
EK841,FRA,2024-08-05 21:41,AMS,2024-08-06 06:41
SQ548,JFK,2024-08-16 10:59,LAX,2024-08-16 16:59
LH788,ICN,2024-07-28 17:51,CPH,2024-07-29 04:51
EK974,CTS,2024-08-05 11:17,PVG,2024-08-06 01:17
JL461,HKG,2024-08-14 22:53,CPH,2024-08-15 07:53
BA935,DEL,2024-07-29 00:45,NRT,2024-07-29 12:45
CX232,NRT,2024-08-09 08:11,HKG,2024-08-09 15:11
SQ336,PEK,2024-08-06 07:23,NRT,2024-08-06 15:23
BA354,NRT,2024-07-23 16:53,BKK,2024-07-23 22:53
UA861,JFK,2024-08-16 17:31,KUL,2024-08-16 19:31
SQ165,DXB,2024-07-20 13:08,NRT,2024-07-20 16:08
EK179,CDG,2024-08-05 20:25,BKK,2024-08-06 00:25
NH880,NRT,2024-07-21 18:43,KIX,2024-07-22 07:43
AF274,DXB,2024-08-03 04:25,KIX,2024-08-03 18:25
BA184,FRA,2024-08-15 08:51,KUL,2024-08-15 10:51
BA535,CPH,2024-08-01 19:39,AMS,2024-08-02 09:39
JL210,BKK,2024-08-04 07:38,PVG,2024-08-04 21:38
SK965,HKG,2024-08-03 05:20,CTS,2024-08-03 08:20
BA792,ICN,2024-08-02 02:31,LHR,2024-08-02 15:31
BA826,LAX,2024-08-07 02:52,SIN,2024-08-07 12:52
EK530,LHR,2024-08-19 19:39,BKK,2024-08-20 03:39
BA686,HND,2024-08-14 19:04,JFK,2024-08-15 04:04
SQ998,PVG,2024-08-02 06:19,PEK,2024-08-02 10:19
LH561,LHR,2024-08-05 14:26,HND,2024-08-06 05:26
CX628,HKG,2024-08-04 10:10,LHR,2024-08-04 17:10
LH342,HKG,2024-08-09 19:07,PVG,2024-08-10 08:07
NH290,LAX,2024-08-10 10:19,HND,2024-08-10 16:19
NH972,FRA,2024-08-13 21:13,AMS,2024-08-14 10:13
SQ743,KIX,2024-08-16 15:52,DXB,2024-08-17 01:52
UA425,ICN,2024-08-05 08:12,PEK,2024-08-05 11:12
SQ299,KIX,2024-07-23 00:16,KUL,2024-07-23 07:16
CX499,KIX,2024-08-04 07:51,LAX,2024-08-04 21:51
CX730,CDG,2024-07-22 05:17,SIN,2024-07-22 13:17
NH550,JFK,2024-07-30 00:29,KIX,2024-07-30 07:29
EK999,FRA,2024-07-29 15:05,BKK,2024-07-30 02:05
BA943,NRT,2024-08-07 23:13,ICN,2024-08-08 02:13
EK272,DEL,2024-08-06 16:00,BKK,2024-08-07 07:00
CX608,JFK,2024-07-22 12:55,CPH,2024-07-22 19:55
BA788,FRA,2024-07-29 23:25,DXB,2024-07-30 03:25
EK970,SIN,2024-08-06 01:16,HKG,2024-08-06 12:16
NH532,SIN,2024-07-26 20:29,PVG,2024-07-27 02:29
CX536,HKG,2024-08-18 13:24,BKK,2024-08-19 04:24
NH833,HND,2024-08-16 21:30,LHR,2024-08-17 05:30
SQ423,ICN,2024-08-10 00:33,SIN,2024-08-10 14:33
UA216,HND,2024-07-31 17:44,LHR,2024-07-31 21:44
UA873,HND,2024-07-25 15:29,FRA,2024-07-26 04:29
LH816,SIN,2024-07-31 22:54,FRA,2024-08-01 02:54
SQ308,CDG,2024-07-25 09:24,KUL,2024-07-25 12:24
EK632,HND,2024-08-01 19:51,PEK,2024-08-02 09:51
UA658,KUL,2024-08-13 01:55,HND,2024-08-13 07:55
EK140,BKK,2024-07-25 02:29,DXB,2024-07-25 17:29
JL744,ICN,2024-08-14 04:01,PVG,2024-08-14 18:01
JL209,KUL,2024-08-18 09:39,DXB,2024-08-18 17:39
LH747,JFK,2024-07-28 00:31,ICN,2024-07-28 10:31
LH444,PVG,2024-08-15 21:39,FRA,2024-08-16 01:39
JL521,HKG,2024-08-17 06:12,DXB,2024-08-17 19:12
BA850,AMS,2024-08-19 23:02,BKK,2024-08-20 03:02
JL844,PEK,2024-08-03 20:56,LAX,2024-08-04 08:56
EK378,PEK,2024-08-03 13:04,KUL,2024-08-04 01:04
BA793,KIX,2024-07-26 00:47,HKG,2024-07-26 09:47
JL599,HND,2024-08-04 20:14,LAX,2024-08-05 05:14
BA959,HND,2024-08-11 04:42,CPH,2024-08-11 07:42
AF579,HKG,2024-08-13 03:41,JFK,2024-08-13 16:41
LH570,CPH,2024-07-25 22:01,PVG,2024-07-26 07:01
LH505,FRA,2024-07-28 00:19,DEL,2024-07-28 05:19
UA134,DEL,2024-07-30 18:24,CDG,2024-07-31 01:24
EK977,KIX,2024-07-21 18:46,HND,2024-07-22 03:46
AF856,KIX,2024-08-12 14:49,BKK,2024-08-13 05:49
SQ594,CPH,2024-08-11 07:35,PEK,2024-08-11 17:35
LH472,SIN,2024-08-11 02:22,PVG,2024-08-11 06:22
LH359,KUL,2024-08-11 13:49,LAX,2024-08-11 18:49
AF601,ICN,2024-08-02 14:02,HKG,2024-08-02 17:02
SQ704,PVG,2024-07-22 06:27,LAX,2024-07-22 16:27
SQ994,KUL,2024-08-13 10:14,HND,2024-08-13 23:14
BA274,CPH,2024-08-12 06:59,KIX,2024-08-12 18:59
NH887,PVG,2024-08-15 07:54,CPH,2024-08-15 20:54
UA243,CDG,2024-08-18 19:16,HND,2024-08-19 09:16
LH790,SIN,2024-08-16 22:51,KIX,2024-08-17 12:51
SQ736,AMS,2024-07-31 07:34,HKG,2024-07-31 09:34
LH469,KUL,2024-08-14 02:58,ICN,2024-08-14 15:58
CX343,HKG,2024-08-19 22:23,FRA,2024-08-20 10:23
SK328,SIN,2024-08-06 00:38,NRT,2024-08-06 03:38
BA102,DXB,2024-08-13 06:58,CTS,2024-08-13 15:58
